================================================================================
批量推理结果
模型: /home/minzhi/ws05_fourth_assessment/DeepLearning/best.pth
类别: 3, 4, negative
================================================================================


================================================================================
目录: 3_galaxy_5000_8_1 (共 204 张)
================================================================================
文件名                  预测         置信度        prob[3]      prob[4]      prob[neg]   
roi_165.png          3          0.5581     0.558100     0.321448     0.120451    
roi_166.png          3          0.5584     0.558418     0.321388     0.120194    
roi_167.png          3          0.5575     0.557470     0.321609     0.120921    
roi_168.png          3          0.5585     0.558457     0.321359     0.120185    
roi_169.png          3          0.5579     0.557942     0.321516     0.120542    
roi_170.png          3          0.5584     0.558370     0.321409     0.120221    
roi_171.png          3          0.5582     0.558187     0.321347     0.120467    
roi_172.png          3          0.5587     0.558737     0.321204     0.120059    
roi_173.png          3          0.5584     0.558394     0.321320     0.120286    
roi_174.png          3          0.5582     0.558248     0.321338     0.120414    
roi_175.png          3          0.5588     0.558827     0.321204     0.119969    
roi_176.png          3          0.5582     0.558171     0.321401     0.120427    
roi_177.png          3          0.5587     0.558717     0.321318     0.119965    
roi_178.png          3          0.5585     0.558467     0.321371     0.120162    
roi_179.png          3          0.5582     0.558173     0.321415     0.120412    
roi_180.png          3          0.5583     0.558316     0.321336     0.120347    
roi_181.png          3          0.5585     0.558511     0.321394     0.120095    
roi_182.png          3          0.5589     0.558858     0.321239     0.119904    
roi_183.png          3          0.5584     0.558410     0.321390     0.120200    
roi_184.png          3          0.5586     0.558631     0.321245     0.120124    
roi_185.png          3          0.5582     0.558208     0.321421     0.120372    
roi_186.png          3          0.5586     0.558564     0.321307     0.120129    
roi_187.png          3          0.5583     0.558328     0.321352     0.120320    
roi_188.png          3          0.5591     0.559062     0.321130     0.119808    
roi_189.png          3          0.5581     0.558141     0.321436     0.120423    
roi_190.png          3          0.5580     0.558041     0.321465     0.120494    
roi_191.png          3          0.5585     0.558473     0.321263     0.120264    
roi_192.png          3          0.5576     0.557641     0.321552     0.120807    
roi_193.png          3          0.5585     0.558518     0.321322     0.120160    
roi_194.png          3          0.5590     0.558959     0.321183     0.119858    
roi_195.png          3          0.5577     0.557665     0.321587     0.120748    
roi_196.png          3          0.5579     0.557918     0.321504     0.120578    
roi_197.png          3          0.5585     0.558540     0.321274     0.120186    
roi_198.png          3          0.5581     0.558124     0.321439     0.120437    
roi_199.png          3          0.5587     0.558700     0.321298     0.120002    
roi_200.png          3          0.5584     0.558353     0.321435     0.120213    
roi_201.png          3          0.5588     0.558773     0.321293     0.119934    
roi_202.png          3          0.5591     0.559059     0.321264     0.119678    
roi_203.png          3          0.5589     0.558860     0.321189     0.119951    
roi_204.png          3          0.5582     0.558158     0.321484     0.120358    
roi_205.png          3          0.5592     0.559158     0.321108     0.119734    
roi_206.png          3          0.5578     0.557841     0.321480     0.120678    
roi_207.png          3          0.5577     0.557706     0.321493     0.120801    
roi_208.png          3          0.5587     0.558731     0.321374     0.119894    
roi_209.png          3          0.5586     0.558554     0.321315     0.120130    
roi_210.png          3          0.5587     0.558655     0.321250     0.120095    
roi_211.png          3          0.5580     0.558034     0.321398     0.120567    
roi_212.png          3          0.5585     0.558453     0.321370     0.120177    
roi_213.png          3          0.5586     0.558557     0.321323     0.120120    
roi_214.png          3          0.5586     0.558558     0.321344     0.120098    
roi_215.png          3          0.5575     0.557500     0.321600     0.120901    
roi_216.png          3          0.5582     0.558223     0.321387     0.120390    
roi_217.png          3          0.5577     0.557705     0.321490     0.120805    
roi_218.png          3          0.5588     0.558760     0.321301     0.119939    
roi_219.png          3          0.5580     0.557970     0.321504     0.120526    
roi_220.png          3          0.5582     0.558223     0.321443     0.120334    
roi_221.png          3          0.5584     0.558370     0.321366     0.120264    
roi_222.png          3          0.5585     0.558518     0.321340     0.120143    
roi_223.png          3          0.5581     0.558092     0.321427     0.120482    
roi_224.png          3          0.5569     0.556918     0.321814     0.121269    
roi_225.png          3          0.5587     0.558698     0.321341     0.119962    
roi_226.png          3          0.5584     0.558426     0.321289     0.120285    
roi_227.png          3          0.5585     0.558547     0.321351     0.120103    
roi_228.png          3          0.5585     0.558475     0.321347     0.120178    
roi_229.png          3          0.5585     0.558476     0.321332     0.120191    
roi_230.png          3          0.5587     0.558665     0.321253     0.120082    
roi_231.png          3          0.5575     0.557491     0.321620     0.120889    
roi_232.png          3          0.5581     0.558145     0.321431     0.120424    
roi_233.png          3          0.5592     0.559249     0.321145     0.119606    
roi_234.png          3          0.5582     0.558228     0.321448     0.120324    
roi_235.png          3          0.5581     0.558113     0.321424     0.120462    
roi_236.png          3          0.5580     0.557985     0.321501     0.120514    
roi_237.png          3          0.5577     0.557667     0.321559     0.120774    
roi_238.png          3          0.5588     0.558755     0.321266     0.119979    
roi_239.png          3          0.5585     0.558538     0.321458     0.120003    
roi_240.png          3          0.5583     0.558319     0.321395     0.120285    
roi_241.png          3          0.5581     0.558098     0.321428     0.120474    
roi_242.png          3          0.5584     0.558439     0.321318     0.120243    
roi_243.png          3          0.5587     0.558660     0.321246     0.120095    
roi_244.png          3          0.5586     0.558594     0.321289     0.120117    
roi_245.png          3          0.5586     0.558604     0.321306     0.120090    
roi_246.png          3          0.5589     0.558925     0.321170     0.119905    
roi_247.png          3          0.5583     0.558348     0.321335     0.120317    
roi_248.png          3          0.5585     0.558454     0.321315     0.120230    
roi_249.png          3          0.5582     0.558242     0.321441     0.120317    
roi_250.png          3          0.5579     0.557905     0.321501     0.120594    
roi_251.png          3          0.5580     0.558017     0.321512     0.120471    
roi_252.png          3          0.5585     0.558541     0.321315     0.120145    
roi_253.png          3          0.5575     0.557495     0.321587     0.120918    
roi_254.png          3          0.5584     0.558425     0.321363     0.120213    
roi_255.png          3          0.5585     0.558475     0.321375     0.120150    
roi_256.png          3          0.5578     0.557839     0.321535     0.120627    
roi_257.png          3          0.5586     0.558558     0.321304     0.120138    
roi_258.png          3          0.5576     0.557573     0.321629     0.120798    
roi_259.png          3          0.5582     0.558206     0.321374     0.120420    
roi_260.png          3          0.5583     0.558306     0.321383     0.120311    
roi_261.png          3          0.5581     0.558056     0.321454     0.120490    
roi_262.png          3          0.5584     0.558358     0.321366     0.120276    
roi_263.png          3          0.5582     0.558193     0.321404     0.120404    
roi_264.png          3          0.5580     0.558007     0.321420     0.120573    
roi_265.png          3          0.5572     0.557227     0.321689     0.121084    
roi_266.png          3          0.5581     0.558120     0.321452     0.120427    
roi_267.png          3          0.5577     0.557706     0.321538     0.120756    
roi_268.png          3          0.5591     0.559148     0.321088     0.119764    
roi_269.png          3          0.5573     0.557251     0.321622     0.121127    
roi_270.png          3          0.5578     0.557845     0.321502     0.120653    
roi_271.png          3          0.5586     0.558553     0.321341     0.120107    
roi_272.png          3          0.5580     0.557983     0.321464     0.120553    
roi_273.png          3          0.5580     0.557992     0.321516     0.120492    
roi_274.png          3          0.5575     0.557501     0.321650     0.120850    
roi_275.png          3          0.5582     0.558240     0.321357     0.120403    
roi_276.png          3          0.5583     0.558289     0.321358     0.120353    
roi_277.png          3          0.5592     0.559247     0.321196     0.119557    
roi_278.png          3          0.5584     0.558398     0.321304     0.120298    
roi_279.png          3          0.5587     0.558660     0.321281     0.120059    
roi_280.png          3          0.5584     0.558379     0.321354     0.120267    
roi_281.png          3          0.5588     0.558796     0.321237     0.119967    
roi_282.png          3          0.5590     0.559014     0.321192     0.119794    
roi_283.png          3          0.5589     0.558892     0.321226     0.119883    
roi_284.png          3          0.5588     0.558817     0.321258     0.119925    
roi_285.png          3          0.5586     0.558638     0.321318     0.120044    
roi_286.png          3          0.5590     0.558963     0.321145     0.119892    
roi_287.png          3          0.5590     0.558980     0.321192     0.119828    
roi_288.png          3          0.5580     0.557994     0.321504     0.120501    
roi_289.png          3          0.5579     0.557899     0.321467     0.120634    
roi_290.png          3          0.5584     0.558395     0.321345     0.120260    
roi_291.png          3          0.5582     0.558210     0.321364     0.120426    
roi_292.png          3          0.5586     0.558589     0.321296     0.120115    
roi_293.png          3          0.5584     0.558438     0.321396     0.120166    
roi_294.png          3          0.5586     0.558642     0.321289     0.120069    
roi_295.png          3          0.5579     0.557856     0.321489     0.120655    
roi_296.png          3          0.5584     0.558371     0.321339     0.120291    
roi_297.png          3          0.5582     0.558247     0.321316     0.120437    
roi_298.png          3          0.5591     0.559083     0.321112     0.119804    
roi_299.png          3          0.5586     0.558609     0.321315     0.120076    
roi_96.png           3          0.5580     0.557962     0.321451     0.120587    
roi_97.png           3          0.5586     0.558576     0.321376     0.120048    
roi_98.png           3          0.5592     0.559233     0.321139     0.119628    
roi_99.png           3          0.5589     0.558858     0.321264     0.119877    
--------------------------------------------------------------------------------
统计: 3=204 (100.0%), 4=0 (0.0%), negative=0 (0.0%)

================================================================================
目录: 3_galaxy_5000_8_2 (共 88 张)
================================================================================
文件名                  预测         置信度        prob[3]      prob[4]      prob[neg]   
--------------------------------------------------------------------------------
roi_212.png          3          0.5568     0.556811     0.321539     0.121650    
roi_213.png          3          0.5567     0.556650     0.321535     0.121815    
roi_214.png          3          0.5563     0.556339     0.321579     0.122082    
roi_215.png          3          0.5561     0.556092     0.321614     0.122294    
roi_216.png          3          0.5559     0.555860     0.321677     0.122463    
roi_217.png          3          0.5553     0.555343     0.321836     0.122821    
roi_218.png          3          0.5567     0.556742     0.321442     0.121815    
roi_219.png          3          0.5571     0.557066     0.321396     0.121538    
roi_220.png          3          0.5569     0.556934     0.321572     0.121494    
roi_221.png          3          0.5570     0.557023     0.321352     0.121625    
roi_222.png          3          0.5565     0.556463     0.321548     0.121989    
roi_223.png          3          0.5567     0.556687     0.321417     0.121896    
roi_224.png          3          0.5560     0.556012     0.321635     0.122353    
roi_225.png          3          0.5561     0.556113     0.321657     0.122230    
roi_226.png          3          0.5556     0.555574     0.321773     0.122654    
roi_227.png          3          0.5555     0.555459     0.321730     0.122811    
roi_228.png          3          0.5559     0.555899     0.321750     0.122351    
roi_229.png          3          0.5567     0.556718     0.321532     0.121750    
roi_230.png          3          0.5557     0.555709     0.321806     0.122485    
roi_231.png          3          0.5566     0.556635     0.321600     0.121766    
roi_232.png          3          0.5563     0.556346     0.321660     0.121993    
roi_233.png          3          0.5560     0.556031     0.321720     0.122249    
roi_234.png          3          0.5565     0.556537     0.321541     0.121922    
roi_235.png          3          0.5565     0.556521     0.321620     0.121859    
roi_236.png          3          0.5569     0.556912     0.321523     0.121565    
roi_237.png          3          0.5570     0.556969     0.321403     0.121628    
roi_238.png          3          0.5564     0.556359     0.321570     0.122071    
roi_239.png          3          0.5565     0.556514     0.321685     0.121801    
roi_240.png          3          0.5569     0.556913     0.321630     0.121457    
roi_241.png          3          0.5558     0.555808     0.321855     0.122337    
roi_242.png          3          0.5569     0.556928     0.321461     0.121611    
roi_243.png          3          0.5563     0.556268     0.321753     0.121979    
roi_244.png          3          0.5569     0.556860     0.321587     0.121553    
roi_245.png          3          0.5577     0.557677     0.321327     0.120995    
roi_246.png          3          0.5569     0.556884     0.321663     0.121454    
roi_247.png          3          0.5581     0.558120     0.321205     0.120674    
roi_248.png          3          0.5571     0.557084     0.321569     0.121347    
roi_249.png          3          0.5564     0.556408     0.321638     0.121954    
roi_250.png          3          0.5568     0.556830     0.321577     0.121594    
roi_251.png          3          0.5569     0.556859     0.321489     0.121651    
roi_252.png          3          0.5572     0.557163     0.321430     0.121406    
roi_253.png          3          0.5564     0.556440     0.321686     0.121874    
roi_254.png          3          0.5571     0.557109     0.321420     0.121471    
roi_255.png          3          0.5579     0.557858     0.321340     0.120803    
roi_256.png          3          0.5571     0.557121     0.321543     0.121336    
roi_257.png          3          0.5567     0.556678     0.321654     0.121668    
roi_258.png          3          0.5566     0.556624     0.321663     0.121713    
roi_259.png          3          0.5575     0.557493     0.321422     0.121085    
roi_260.png          3          0.5559     0.555894     0.321743     0.122363    
roi_261.png          3          0.5571     0.557076     0.321475     0.121448    
roi_262.png          3          0.5570     0.556957     0.321529     0.121514    
roi_263.png          3          0.5562     0.556189     0.321769     0.122042    
roi_264.png          3          0.5560     0.555976     0.321788     0.122236    
roi_265.png          3          0.5564     0.556442     0.321663     0.121895    
roi_266.png          3          0.5570     0.557005     0.321590     0.121405    
roi_267.png          3          0.5570     0.556962     0.321578     0.121459    
roi_268.png          3          0.5571     0.557080     0.321563     0.121358    
roi_269.png          3          0.5562     0.556160     0.321855     0.121984    
roi_270.png          3          0.5577     0.557707     0.321367     0.120926    
roi_271.png          3          0.5565     0.556458     0.321705     0.121837    
roi_272.png          3          0.5566     0.556628     0.321649     0.121723    
roi_273.png          3          0.5570     0.556955     0.321520     0.121524    
roi_274.png          3          0.5565     0.556534     0.321605     0.121861    
roi_275.png          3          0.5557     0.555697     0.321844     0.122459    
roi_276.png          3          0.5570     0.557011     0.321490     0.121499    
roi_277.png          3          0.5565     0.556541     0.321578     0.121881    
roi_278.png          3          0.5569     0.556880     0.321482     0.121638    
roi_279.png          3          0.5569     0.556915     0.321462     0.121623    
roi_280.png          3          0.5570     0.556998     0.321539     0.121463    
roi_281.png          3          0.5565     0.556533     0.321595     0.121871    
roi_282.png          3          0.5560     0.555960     0.321815     0.122225    
roi_283.png          3          0.5566     0.556605     0.321606     0.121789    
roi_284.png          3          0.5557     0.555653     0.321840     0.122507    
roi_285.png          3          0.5564     0.556437     0.321641     0.121921    
roi_286.png          3          0.5566     0.556575     0.321612     0.121814    
roi_287.png          3          0.5567     0.556712     0.321578     0.121710    
roi_288.png          3          0.5559     0.555861     0.321817     0.122322    
roi_289.png          3          0.5557     0.555736     0.321771     0.122493    
roi_290.png          3          0.5561     0.556117     0.321718     0.122166    
roi_291.png          3          0.5556     0.555580     0.321812     0.122608    
roi_292.png          3          0.5563     0.556261     0.321788     0.121951    
roi_293.png          3          0.5563     0.556263     0.321654     0.122083    
roi_294.png          3          0.5564     0.556407     0.321598     0.121995    
roi_295.png          3          0.5560     0.555963     0.321737     0.122300    
roi_296.png          3          0.5567     0.556663     0.321573     0.121764    
roi_297.png          3          0.5560     0.556035     0.321709     0.122255    
roi_298.png          3          0.5562     0.556171     0.321653     0.122177    
roi_299.png          3          0.5571     0.557058     0.321391     0.121552    
--------------------------------------------------------------------------------
统计: 3=88 (100.0%), 4=0 (0.0%), negative=0 (0.0%)

================================================================================
目录: 3_mind_4000_8 (共 249 张)
================================================================================
文件名                  预测         置信度        prob[3]      prob[4]      prob[neg]   
--------------------------------------------------------------------------------
roi_100.png          3          0.5560     0.556022     0.323503     0.120475    
roi_101.png          3          0.5561     0.556083     0.323515     0.120402    
roi_102.png          3          0.5561     0.556093     0.323507     0.120400    
roi_103.png          3          0.5560     0.555987     0.323552     0.120461    
roi_104.png          3          0.5561     0.556113     0.323499     0.120388    
roi_105.png          3          0.5558     0.555756     0.323584     0.120660    
roi_106.png          3          0.5565     0.556461     0.323277     0.120262    
roi_107.png          3          0.5561     0.556089     0.323493     0.120418    
roi_108.png          3          0.5562     0.556187     0.323458     0.120355    
roi_109.png          3          0.5562     0.556158     0.323402     0.120440    
roi_110.png          3          0.5561     0.556078     0.323480     0.120442    
roi_111.png          3          0.5562     0.556160     0.323428     0.120411    
roi_112.png          3          0.5558     0.555757     0.323591     0.120652    
roi_113.png          3          0.5557     0.555699     0.323513     0.120788    
roi_114.png          3          0.5560     0.556022     0.323420     0.120557    
roi_115.png          3          0.5559     0.555912     0.323528     0.120560    
roi_116.png          3          0.5564     0.556402     0.323342     0.120255    
roi_117.png          3          0.5561     0.556070     0.323453     0.120477    
roi_118.png          3          0.5558     0.555805     0.323542     0.120653    
roi_119.png          3          0.5561     0.556107     0.323403     0.120490    
roi_120.png          3          0.5560     0.555986     0.323510     0.120503    
roi_121.png          3          0.5559     0.555926     0.323483     0.120591    
roi_122.png          3          0.5560     0.555968     0.323495     0.120537    
roi_123.png          3          0.5559     0.555894     0.323542     0.120564    
roi_124.png          3          0.5557     0.555658     0.323523     0.120819    
roi_125.png          3          0.5559     0.555949     0.323432     0.120619    
roi_126.png          3          0.5563     0.556270     0.323396     0.120334    
roi_127.png          3          0.5559     0.555921     0.323500     0.120579    
roi_128.png          3          0.5558     0.555764     0.323537     0.120699    
roi_129.png          3          0.5556     0.555596     0.323607     0.120797    
roi_130.png          3          0.5554     0.555351     0.323674     0.120976    
roi_131.png          3          0.5560     0.555954     0.323525     0.120522    
roi_132.png          3          0.5557     0.555687     0.323485     0.120828    
roi_133.png          3          0.5558     0.555755     0.323491     0.120754    
roi_134.png          3          0.5560     0.556043     0.323463     0.120493    
roi_135.png          3          0.5556     0.555568     0.323538     0.120893    
roi_136.png          3          0.5559     0.555927     0.323455     0.120618    
roi_137.png          3          0.5559     0.555910     0.323479     0.120611    
roi_138.png          3          0.5556     0.555565     0.323567     0.120869    
roi_139.png          3          0.5554     0.555429     0.323590     0.120981    
roi_140.png          3          0.5557     0.555717     0.323542     0.120741    
roi_141.png          3          0.5557     0.555697     0.323547     0.120756    
roi_142.png          3          0.5558     0.555820     0.323478     0.120702    
roi_143.png          3          0.5557     0.555723     0.323501     0.120776    
roi_144.png          3          0.5558     0.555849     0.323492     0.120659    
roi_145.png          3          0.5557     0.555692     0.323515     0.120793    
roi_146.png          3          0.5558     0.555804     0.323522     0.120674    
roi_147.png          3          0.5559     0.555878     0.323449     0.120673    
roi_148.png          3          0.5559     0.555869     0.323527     0.120605    
roi_149.png          3          0.5558     0.555763     0.323519     0.120717    
roi_150.png          3          0.5557     0.555678     0.323468     0.120853    
roi_151.png          3          0.5556     0.555576     0.323594     0.120830    
roi_152.png          3          0.5557     0.555724     0.323516     0.120760    
roi_153.png          3          0.5557     0.555743     0.323584     0.120672    
roi_154.png          3          0.5557     0.555713     0.323563     0.120723    
roi_155.png          3          0.5555     0.555479     0.323594     0.120927    
roi_156.png          3          0.5557     0.555679     0.323575     0.120746    
roi_157.png          3          0.5557     0.555687     0.323526     0.120787    
roi_158.png          3          0.5558     0.555775     0.323579     0.120646    
roi_159.png          3          0.5557     0.555688     0.323609     0.120703    
roi_160.png          3          0.5554     0.555444     0.323606     0.120950    
roi_161.png          3          0.5556     0.555578     0.323566     0.120856    
roi_162.png          3          0.5556     0.555550     0.323507     0.120943    
roi_163.png          3          0.5556     0.555632     0.323501     0.120867    
roi_164.png          3          0.5558     0.555766     0.323525     0.120709    
roi_165.png          3          0.5557     0.555684     0.323659     0.120658    
roi_166.png          3          0.5557     0.555673     0.323623     0.120703    
roi_167.png          3          0.5558     0.555774     0.323559     0.120667    
roi_168.png          3          0.5556     0.555595     0.323545     0.120861    
roi_169.png          3          0.5555     0.555501     0.323626     0.120874    
roi_170.png          3          0.5560     0.555976     0.323475     0.120549    
roi_171.png          3          0.5559     0.555948     0.323443     0.120608    
roi_172.png          3          0.5558     0.555821     0.323513     0.120666    
roi_173.png          3          0.5562     0.556177     0.323396     0.120427    
roi_174.png          3          0.5556     0.555601     0.323674     0.120725    
roi_175.png          3          0.5556     0.555644     0.323595     0.120761    
roi_176.png          3          0.5558     0.555766     0.323485     0.120748    
roi_177.png          3          0.5553     0.555266     0.323728     0.121006    
roi_178.png          3          0.5558     0.555787     0.323473     0.120740    
roi_179.png          3          0.5554     0.555395     0.323591     0.121014    
roi_180.png          3          0.5556     0.555606     0.323507     0.120888    
roi_181.png          3          0.5558     0.555755     0.323501     0.120743    
roi_182.png          3          0.5557     0.555738     0.323521     0.120741    
roi_183.png          3          0.5560     0.555992     0.323467     0.120542    
roi_184.png          3          0.5556     0.555635     0.323534     0.120830    
roi_185.png          3          0.5555     0.555503     0.323630     0.120867    
roi_186.png          3          0.5556     0.555556     0.323546     0.120898    
roi_187.png          3          0.5559     0.555883     0.323411     0.120705    
roi_188.png          3          0.5554     0.555431     0.323616     0.120953    
roi_189.png          3          0.5555     0.555484     0.323653     0.120862    
roi_190.png          3          0.5555     0.555480     0.323574     0.120946    
roi_191.png          3          0.5552     0.555161     0.323695     0.121144    
roi_192.png          3          0.5551     0.555088     0.323754     0.121158    
roi_193.png          3          0.5552     0.555189     0.323597     0.121215    
roi_194.png          3          0.5549     0.554925     0.323804     0.121271    
roi_195.png          3          0.5549     0.554868     0.323799     0.121333    
roi_196.png          3          0.5547     0.554652     0.323828     0.121520    
roi_197.png          3          0.5550     0.554965     0.323722     0.121313    
roi_198.png          3          0.5547     0.554728     0.323828     0.121444    
roi_199.png          3          0.5551     0.555105     0.323646     0.121249    
roi_200.png          3          0.5546     0.554649     0.323807     0.121544    
roi_201.png          3          0.5546     0.554551     0.323815     0.121634    
roi_202.png          3          0.5549     0.554874     0.323698     0.121428    
roi_203.png          3          0.5546     0.554645     0.323766     0.121589    
roi_204.png          3          0.5549     0.554896     0.323791     0.121313    
roi_205.png          3          0.5548     0.554820     0.323726     0.121454    
roi_206.png          3          0.5550     0.554977     0.323697     0.121326    
roi_207.png          3          0.5550     0.555023     0.323758     0.121219    
roi_208.png          3          0.5546     0.554577     0.323807     0.121616    
roi_209.png          3          0.5550     0.555018     0.323691     0.121291    
roi_210.png          3          0.5548     0.554821     0.323708     0.121471    
roi_211.png          3          0.5545     0.554498     0.323933     0.121569    
roi_212.png          3          0.5546     0.554602     0.323802     0.121595    
roi_213.png          3          0.5545     0.554459     0.323801     0.121740    
roi_214.png          3          0.5547     0.554672     0.323812     0.121516    
roi_215.png          3          0.5548     0.554821     0.323821     0.121358    
roi_216.png          3          0.5545     0.554515     0.323860     0.121626    
roi_217.png          3          0.5550     0.555008     0.323669     0.121323    
roi_218.png          3          0.5546     0.554595     0.323754     0.121651    
roi_219.png          3          0.5544     0.554437     0.323882     0.121681    
roi_220.png          3          0.5547     0.554715     0.323787     0.121498    
roi_221.png          3          0.5550     0.555017     0.323603     0.121380    
roi_222.png          3          0.5545     0.554471     0.323768     0.121760    
roi_223.png          3          0.5541     0.554060     0.323948     0.121992    
roi_224.png          3          0.5540     0.554015     0.324001     0.121985    
roi_225.png          3          0.5543     0.554333     0.323822     0.121845    
roi_226.png          3          0.5548     0.554815     0.323662     0.121523    
roi_227.png          3          0.5548     0.554751     0.323653     0.121596    
roi_228.png          3          0.5545     0.554483     0.323795     0.121722    
roi_229.png          3          0.5545     0.554519     0.323820     0.121662    
roi_230.png          3          0.5548     0.554786     0.323688     0.121526    
roi_231.png          3          0.5547     0.554717     0.323782     0.121501    
roi_232.png          3          0.5547     0.554687     0.323703     0.121610    
roi_233.png          3          0.5546     0.554566     0.323795     0.121639    
roi_234.png          3          0.5545     0.554491     0.323827     0.121682    
roi_235.png          3          0.5548     0.554769     0.323733     0.121498    
roi_236.png          3          0.5545     0.554470     0.323801     0.121730    
roi_237.png          3          0.5546     0.554649     0.323788     0.121563    
roi_238.png          3          0.5549     0.554863     0.323785     0.121352    
roi_239.png          3          0.5547     0.554694     0.323773     0.121533    
roi_240.png          3          0.5550     0.554973     0.323648     0.121379    
roi_241.png          3          0.5548     0.554831     0.323783     0.121387    
roi_242.png          3          0.5547     0.554663     0.323855     0.121482    
roi_243.png          3          0.5551     0.555083     0.323635     0.121282    
roi_244.png          3          0.5548     0.554793     0.323841     0.121365    
roi_245.png          3          0.5547     0.554692     0.323815     0.121493    
roi_246.png          3          0.5551     0.555122     0.323662     0.121216    
roi_247.png          3          0.5552     0.555163     0.323596     0.121241    
roi_248.png          3          0.5548     0.554820     0.323839     0.121341    
roi_249.png          3          0.5547     0.554732     0.323721     0.121547    
roi_250.png          3          0.5545     0.554525     0.323822     0.121653    
roi_251.png          3          0.5546     0.554609     0.323830     0.121560    
roi_252.png          3          0.5546     0.554554     0.323847     0.121599    
roi_253.png          3          0.5542     0.554247     0.323917     0.121837    
roi_254.png          3          0.5549     0.554853     0.323650     0.121497    
roi_255.png          3          0.5543     0.554326     0.323897     0.121777    
